MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses
11655508,11037778.98,0,20742,286
11777173,11130423.8375,1,20364,289
11826340,11212428.435,2,28850,290
11826340,11229311.86,3,28850,290
11826340,11287237.3475,4,28850,290
11901434,11348660.9575,5,22582,292
11902429,11385905.1375,6,23577,292
11944773,11402361.12,7,25240,293
11986124,11451211.19,8,25910,294
12027530,11455076.485,9,26635,295
12027530,11467204.925,10,26635,295
12193629,11482756.03,11,30010,299
12193629,11502535.815,12,30010,299
12193629,11509992.575,13,30010,299
12193629,11533065.5825,14,30010,299
12193629,11529405.72,15,30010,299
12270198,11557514.2575,16,25217,301
12270198,11551385.6975,17,25217,301
12270198,11570829.795,18,25217,301
12270198,11576299.425,19,25217,301
12270198,11582876.1925,20,25217,301
12270198,11604723.9875,21,25217,301
12314162,11619685.1075,22,28500,302
12314162,11629650.0525,23,28500,302
12314162,11637372.825,24,28500,302
12314162,11644375.215,25,28500,302
12354510,11640920.99,26,28167,303
12354510,11652460.4675,27,28167,303
12354510,11655106.03,28,28167,303
12355469,11664408.58,29,29126,303
12355469,11674121.7525,30,29126,303
12355469,11686050.99,31,29126,303
12355469,11707030.85,32,29126,303
12355469,11679637.53,33,29126,303
12355469,11656324.2825,34,29126,303
12355469,11680000.91,35,29126,303
12355469,11710751.8075,36,29126,303
12355469,11705094.82,37,29126,303
12355469,11715406.3525,38,29126,303
12436282,11700265.25,39,28577,305
12436282,11716029.9925,40,28577,305
12436282,11698248.3025,41,28577,305
12436282,11693979.985,42,28577,305
12436708,11680683.55,43,29003,305
12436708,11688513.3075,44,29003,305
12436708,11689185.27,45,29003,305
12436708,11689156.3375,46,29003,305
12436708,11715849.825,47,29003,305
12436708,11714931.695,48,29003,305
12436708,11713021.73,49,29003,305
12436708,11705913.445,50,29003,305
12436708,11680440.6725,51,29003,305
12436708,11682601.2975,52,29003,305
12436708,11676464.6825,53,29003,305
12436708,11673183.025,54,29003,305
12436708,11670416.3825,55,29003,305
12519125,11693674.1325,56,30058,307
12519125,11698274.3725,57,30058,307
12519125,11666222.2075,58,30058,307
12519125,11692764.6525,59,30058,307
12519125,11664799.0575,60,30058,307
12520231,11714340.6,61,31164,307
12520231,11700626.2575,62,31164,307
12560422,11710045.0175,63,30674,308
12560422,11710663.4125,64,30674,308
12560422,11716609.5625,65,30674,308
12560422,11710075.66,66,30674,308
12561262,11695122.06,67,31514,308
12561262,11697340.5625,68,31514,308
12561262,11690033.5275,69,31514,308
12561262,11675560.6325,70,31514,308
12561262,11671649.87,71,31514,308
12561262,11677945.5625,72,31514,308
12561262,11689410.49,73,31514,308
12561262,11690062.32,74,31514,308
12561653,11694648.8625,75,31905,308
12561653,11700242,76,31905,308
12561653,11695422.6,77,31905,308
12561653,11680054.91,78,31905,308
12561653,11693027.27,79,31905,308
12561653,11720439.01,80,31905,308
12561653,11705819.935,81,31905,308
12561653,11731151.3025,82,31905,308
12561653,11716981.99,83,31905,308
12561653,11687007.6225,84,31905,308
12561653,11716630.1925,85,31905,308
12561653,11678657.0675,86,31905,308
12561653,11672238.4075,87,31905,308
12561653,11663100.555,88,31905,308
12561653,11669491.6975,89,31905,308
12561653,11650547.71,90,31905,308
12561653,11648592.0075,91,31905,308
12561653,11650469.0375,92,31905,308
12561653,11666604.7775,93,31905,308
12561653,11645709.1175,94,31905,308
12561653,11620238.11,95,31905,308
12561653,11639308.27,96,31905,308
12561653,11631253.92,97,31905,308
12561653,11650058.6875,98,31905,308
12561653,11674941.09,99,31905,308
12561653,11660844.315,100,31905,308
12561653,11674651.4275,101,31905,308
12561653,11707065.2225,102,31905,308
12561653,11693891.935,103,31905,308
12561653,11699854.0225,104,31905,308
12561653,11703540.935,105,31905,308
12561653,11703976.04,106,31905,308
12561653,11703640.7425,107,31905,308
12561653,11708137.3775,108,31905,308
12561653,11722871.8725,109,31905,308
12561653,11731309.9525,110,31905,308
12561653,11742092.2,111,31905,308
12561653,11721481.745,112,31905,308
12600231,11709125.82,113,29802,309
12600231,11711256.82,114,29802,309
12600231,11694169.6425,115,29802,309
12600231,11677198.295,116,29802,309
12600231,11645814.3325,117,29802,309
12600231,11688956.3,118,29802,309
12600231,11695587.02,119,29802,309
12600231,11688814.2775,120,29802,309
12600231,11674609.02,121,29802,309
12600231,11667735.895,122,29802,309
12600231,11647870.9625,123,29802,309
12600231,11673949.5075,124,29802,309
12600231,11670969.6775,125,29802,309
12600231,11715291.48,126,29802,309
12600231,11703884.7475,127,29802,309
12600231,11690130.1675,128,29802,309
12600231,11690534.9175,129,29802,309
12600231,11679291.0675,130,29802,309
12600231,11681211.8075,131,29802,309
12600231,11655514.5875,132,29802,309
12600231,11655407.155,133,29802,309
12600231,11686444.8175,134,29802,309
12600231,11715446.8475,135,29802,309
12600231,11710790.58,136,29802,309
12600231,11681424.41,137,29802,309
12600231,11687947.485,138,29802,309
12600231,11679610.01,139,29802,309
12600231,11686839.1225,140,29802,309
12600231,11676703.755,141,29802,309
12600231,11657704.8575,142,29802,309
12600231,11698795.355,143,29802,309
12600231,11675519.275,144,29802,309
12600231,11686395.8325,145,29802,309
12600231,11694394.24,146,29802,309
12600231,11684614.1525,147,29802,309
12600231,11698053.92,148,29802,309
12600231,11724642.31,149,29802,309
12600231,11734183.1325,150,29802,309
12600231,11767377.2225,151,29802,309
12600231,11756996.17,152,29802,309
12600231,11781347.2325,153,29802,309
12600231,11782600.5175,154,29802,309
12600231,11768876.145,155,29802,309
12600231,11759523.755,156,29802,309
12600231,11751325.2625,157,29802,309
12600231,11759725.4625,158,29802,309
12600231,11728702.38,159,29802,309
12600231,11723555.885,160,29802,309
12600231,11743549.04,161,29802,309
12600231,11693877.7125,162,29802,309
12600231,11670988.6475,163,29802,309
12600231,11697299.7925,164,29802,309
12600231,11718316.7175,165,29802,309
12600231,11696409.52,166,29802,309
12600231,11699235.5525,167,29802,309
12600231,11677353.1325,168,29802,309
12600231,11701072.1025,169,29802,309
12600231,11694828.9,170,29802,309
12600231,11669998.1125,171,29802,309
12600231,11674238.3425,172,29802,309
12600231,11689141.82,173,29802,309
12600231,11698335.455,174,29802,309
12600231,11674868.855,175,29802,309
12600231,11663353.1875,176,29802,309
12600231,11651666.17,177,29802,309
12600231,11659219.0625,178,29802,309
12600231,11668691.92,179,29802,309
12600231,11677896.84,180,29802,309
12600231,11671426.285,181,29802,309
12600231,11682052.605,182,29802,309
12600231,11690229.6925,183,29802,309
12600231,11697862.1425,184,29802,309
12600231,11698001.8075,185,29802,309
12600231,11711480.0275,186,29802,309
12600231,11701639.765,187,29802,309
12600231,11697313.4125,188,29802,309
12600231,11723987.15,189,29802,309
12600231,11698170.465,190,29802,309
12600231,11699984.58,191,29802,309
12600231,11694077.625,192,29802,309
12600231,11681833.575,193,29802,309
12600231,11716400.11,194,29802,309
12600231,11755707.865,195,29802,309
12600231,11750212.2625,196,29802,309
12600231,11750649.88,197,29802,309
12600231,11758543.95,198,29802,309
12600231,11750036.04,199,29802,309
12600231,11746767.275,200,29802,309
12600231,11737896.1525,201,29802,309
12600231,11732085.8625,202,29802,309
12600231,11713863.8525,203,29802,309
12600231,11706612.36,204,29802,309
12600231,11696980.15,205,29802,309
12600231,11695871.0625,206,29802,309
12600231,11714650.955,207,29802,309
12600231,11716710.7275,208,29802,309
12640897,11746091.3725,209,29787,310
12640897,11736727.76,210,29787,310
12640897,11746111.5675,211,29787,310
12640897,11747676.24,212,29787,310
12640897,11767263.925,213,29787,310
12640897,11736842.565,214,29787,310
12640897,11762518.165,215,29787,310
12640897,11754922.2025,216,29787,310
12640897,11753751.6025,217,29787,310
12640897,11750423.9375,218,29787,310
12640897,11760846.665,219,29787,310
12640897,11777974.0625,220,29787,310
12640897,11785703.2075,221,29787,310
12640897,11791190.13,222,29787,310
12640897,11787367.1675,223,29787,310
12640897,11781745.415,224,29787,310
12640897,11783686.0475,225,29787,310
12640897,11778790.25,226,29787,310
12640897,11770890.0975,227,29787,310
12640897,11771491.61,228,29787,310
12640897,11758434.2575,229,29787,310
12640897,11748199.3225,230,29787,310
12640897,11758425.1625,231,29787,310
12640897,11733075.61,232,29787,310
12640897,11732883.9725,233,29787,310
12640897,11739663.065,234,29787,310
12640897,11737134.7475,235,29787,310
12640897,11723637.02,236,29787,310
12640897,11723857.2225,237,29787,310
12640897,11752153.6375,238,29787,310
12640897,11718072.11,239,29787,310
12640897,11706785.42,240,29787,310
12640897,11695120.9075,241,29787,310
12640897,11670790.22,242,29787,310
12640897,11686517.5825,243,29787,310
12640897,11683926.1475,244,29787,310
12640897,11682155.84,245,29787,310
12640897,11680208.35,246,29787,310
12640897,11663363.255,247,29787,310
12640897,11657618.2875,248,29787,310
12640897,11667984.7725,249,29787,310
12640897,11700071.01,250,29787,310
12640897,11712430.775,251,29787,310
12640897,11690094.0175,252,29787,310
12640897,11710141.6675,253,29787,310
12640897,11729339.0875,254,29787,310
12640897,11715155.81,255,29787,310
12640897,11712681.1525,256,29787,310
12640897,11706406.875,257,29787,310
12640897,11724702.995,258,29787,310
12640897,11713569.675,259,29787,310
12640897,11739543.4075,260,29787,310
12640897,11723855.085,261,29787,310
12640897,11701268.255,262,29787,310
12640897,11690641.245,263,29787,310
12640897,11669285.855,264,29787,310
12640897,11666121.3725,265,29787,310
12640897,11664821.9075,266,29787,310
12642574,11684863.9875,267,31464,310
12642574,11696674.19,268,31464,310
12642574,11682636.99,269,31464,310
12642574,11724340.8225,270,31464,310
12642574,11706236.605,271,31464,310
12642574,11700440.0125,272,31464,310
12642574,11696038.2425,273,31464,310
12642574,11688757.3675,274,31464,310
12642574,11693581.4725,275,31464,310
12642574,11724375.0275,276,31464,310
12642574,11746761.9025,277,31464,310
12642574,11773625.515,278,31464,310
12642574,11760945.22,279,31464,310
12642574,11736541.8925,280,31464,310
12642574,11742070.7325,281,31464,310
12642574,11754609.4425,282,31464,310
12642574,11763369.06,283,31464,310
12642574,11738348.315,284,31464,310
12642574,11743402.83,285,31464,310
12642574,11735763.57,286,31464,310
12642574,11755360.035,287,31464,310
12642574,11763445.5275,288,31464,310
12642574,11777297.235,289,31464,310
12643206,11766550.21,290,32096,310
12643206,11737702.845,291,32096,310
12643206,11745579.2825,292,32096,310
12643206,11790769.9175,293,32096,310
12643206,11798786.1025,294,32096,310
12643206,11796873.2425,295,32096,310
12643399,11834728.0825,296,32289,310
12643399,11806603.2575,297,32289,310
12643399,11789698.66,298,32289,310
12643399,11779806.0475,299,32289,310
12643399,11782557.7375,300,32289,310
12643399,11774458.4575,301,32289,310
12643399,11773578.125,302,32289,310
12643399,11755127.975,303,32289,310
12643399,11768547.75,304,32289,310
12643399,11756395.1675,305,32289,310
12643399,11769665.5775,306,32289,310
12643399,11757412.6825,307,32289,310
12643399,11758288.0325,308,32289,310
12643399,11762013.915,309,32289,310
12643399,11750479.9075,310,32289,310
12643399,11744573.7325,311,32289,310
12643399,11787425.1175,312,32289,310
12643399,11778958.44,313,32289,310
12643399,11765154.615,314,32289,310
12643399,11762130.1225,315,32289,310
12643399,11753870.9,316,32289,310
12643399,11739025.465,317,32289,310
12643399,11729450.675,318,32289,310
12643399,11714161.58,319,32289,310
12643399,11746589.4025,320,32289,310
12643399,11732489.9275,321,32289,310
12643399,11708205.4775,322,32289,310
12643399,11691405.195,323,32289,310
12643399,11688554.44,324,32289,310
12643399,11689450.5925,325,32289,310
12643399,11688150.5075,326,32289,310
12643399,11696148.9975,327,32289,310
12643399,11714062.1025,328,32289,310
12643399,11728747.885,329,32289,310
12643399,11720888.98,330,32289,310
12643399,11716933.7725,331,32289,310
12643399,11727101.3575,332,32289,310
12643399,11720276.5925,333,32289,310
12643399,11717200.8525,334,32289,310
12643399,11736203.81,335,32289,310
12643399,11743877.9925,336,32289,310
12643399,11747890.46,337,32289,310
12643399,11727746.6425,338,32289,310
12643399,11728888.8725,339,32289,310
12643399,11732261.3025,340,32289,310
12643399,11724386.41,341,32289,310
12643399,11734560.9525,342,32289,310
12643399,11721611.71,343,32289,310
12643399,11715589.73,344,32289,310
12643399,11716447.7675,345,32289,310
12643399,11686654.54,346,32289,310
12643399,11691980.6725,347,32289,310
12643399,11690954.1375,348,32289,310
12643399,11702784.555,349,32289,310
12643399,11683449.795,350,32289,310
12643399,11688097.4725,351,32289,310
12643399,11700712.5575,352,32289,310
12643399,11689887.8725,353,32289,310
12643399,11704048.265,354,32289,310
12643399,11726818.12,355,32289,310
12643399,11742929.29,356,32289,310
12643399,11722811.87,357,32289,310
12643399,11713248.945,358,32289,310
12643399,11719068.775,359,32289,310
12643399,11717114.52,360,32289,310
12643399,11721372.3425,361,32289,310
12643399,11739775.645,362,32289,310
12643399,11741669.0825,363,32289,310
12643399,11789209.3575,364,32289,310
12643399,11765590.085,365,32289,310
12643399,11762460.2875,366,32289,310
12643399,11747087.455,367,32289,310
12643399,11758271.2325,368,32289,310
12643399,11731134.9325,369,32289,310
12643399,11713548.365,370,32289,310
12643399,11717324.4125,371,32289,310
12643399,11736692.6325,372,32289,310
12643399,11751650.3025,373,32289,310
12643399,11744862.7375,374,32289,310
12643399,11753436.5725,375,32289,310
12643399,11755695.92,376,32289,310
12643399,11731334.4475,377,32289,310
12643399,11724475.72,378,32289,310
12643399,11734740.8325,379,32289,310
12643399,11717726.59,380,32289,310
12643399,11719307.03,381,32289,310
12643399,11698965.545,382,32289,310
12643399,11693124.13,383,32289,310
12643399,11691781.67,384,32289,310
12643399,11686359.0375,385,32289,310
12643399,11714736.1875,386,32289,310
12643399,11738864.51,387,32289,310
12643399,11744798.4,388,32289,310
12643399,11745853.525,389,32289,310
12643399,11731521.395,390,32289,310
12643399,11703424.0325,391,32289,310
12643399,11674584.655,392,32289,310
12643399,11669925.72,393,32289,310
12643399,11706230.835,394,32289,310
12643399,11700691.26,395,32289,310
12643399,11724496.4025,396,32289,310
12643399,11740452.9025,397,32289,310
12643399,11724111.045,398,32289,310
12643399,11703021.965,399,32289,310
