MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses
11615459,11054114.52,0,21374,285
11696339,11132850.45,1,20892,287
11816913,11169729.6225,2,19423,290
11906451,11193722.5825,3,27599,292
11906451,11245863.465,4,27599,292
11988337,11280178.8575,5,28123,294
11988337,11297164.1975,6,28123,294
11988337,11315845.15,7,28123,294
11988337,11310983.0225,8,28123,294
11988337,11323988.1825,9,28123,294
11988337,11342114.45,10,28123,294
11988337,11348045.7975,11,28123,294
11988337,11349862.31,12,28123,294
11988337,11357830.815,13,28123,294
11988337,11361349.69,14,28123,294
11988337,11367450.655,15,28123,294
12068491,11340989.6625,16,26915,296
12068491,11341217.8025,17,26915,296
12068491,11332972.945,18,26915,296
12068491,11344394.5075,19,26915,296
12068491,11360258.8025,20,26915,296
12068491,11354573.3875,21,26915,296
12068491,11338670.86,22,26915,296
12068491,11347208.4075,23,26915,296
12068491,11367548.6025,24,26915,296
12068491,11369931.9,25,26915,296
12068491,11354299.6575,26,26915,296
12068491,11359273.59,27,26915,296
12068491,11358399.07,28,26915,296
12068491,11344018.2375,29,26915,296
12068491,11333395.5275,30,26915,296
12068491,11358904.2375,31,26915,296
12068491,11365474.7275,32,26915,296
12068491,11353626.2525,33,26915,296
12068491,11350358.8325,34,26915,296
12068491,11342487.1075,35,26915,296
12068491,11330190.3875,36,26915,296
12068491,11316089.9775,37,26915,296
12068491,11312638.0225,38,26915,296
12068491,11336568.6275,39,26915,296
12068491,11324091.2975,40,26915,296
12068491,11340511.7875,41,26915,296
12068491,11326190.76,42,26915,296
12069124,11310549.5325,43,27548,296
12069124,11304943.9825,44,27548,296
12069124,11306607.6525,45,27548,296
12069522,11324538.405,46,27946,296
12069522,11339819.845,47,27946,296
12069522,11346053.12,48,27946,296
12069522,11353015.5625,49,27946,296
12069522,11337970.9975,50,27946,296
12069522,11328662.5325,51,27946,296
12111427,11333262.3025,52,29170,297
12111427,11334307.7625,53,29170,297
12111427,11306489.6475,54,29170,297
12111427,11308055.715,55,29170,297
12111427,11319392.435,56,29170,297
12111427,11341473.5525,57,29170,297
12111427,11343658.6,58,29170,297
12111427,11329644.6,59,29170,297
12146466,11352753.6075,60,23528,298
12146466,11350261.375,61,23528,298
12146466,11358184.305,62,23528,298
12146466,11364965.0325,63,23528,298
12146466,11353105.5175,64,23528,298
12146466,11361859.44,65,23528,298
12146466,11360062.8025,66,23528,298
12146466,11341976.395,67,23528,298
12146466,11341571.665,68,23528,298
12146466,11336341.8225,69,23528,298
12146466,11360489.4275,70,23528,298
12146466,11347175.3275,71,23528,298
12146466,11333206.875,72,23528,298
12146466,11324186.47,73,23528,298
12146466,11316481.9575,74,23528,298
12146466,11333078.37,75,23528,298
12146466,11326246.825,76,23528,298
12146466,11358866.905,77,23528,298
12146466,11350144.6775,78,23528,298
12146466,11357362.285,79,23528,298
12146466,11320663.8025,80,23528,298
12146466,11335187.04,81,23528,298
12146466,11348973.14,82,23528,298
12146466,11357602.0175,83,23528,298
12146466,11360563.95,84,23528,298
12146466,11360433.5125,85,23528,298
12146466,11379326.7625,86,23528,298
12146466,11392837.6625,87,23528,298
12146466,11381313.61,88,23528,298
12146466,11371093.3975,89,23528,298
12146466,11358273.655,90,23528,298
12146466,11359867.1875,91,23528,298
12146466,11350841.84,92,23528,298
12146466,11335807.7275,93,23528,298
12146466,11339178.755,94,23528,298
12148388,11344784.305,95,25450,298
12148388,11355692.0375,96,25450,298
12148388,11353159.28,97,25450,298
12148388,11365114.3025,98,25450,298
12148388,11346008.115,99,25450,298
12148388,11357883.41,100,25450,298
12148388,11362606.835,101,25450,298
12148388,11362893.2175,102,25450,298
12148388,11367972.15,103,25450,298
12148388,11357692.835,104,25450,298
12148388,11357056.06,105,25450,298
12148388,11361785.2775,106,25450,298
12187783,11364153.625,107,24164,299
12187783,11367193.695,108,24164,299
12187783,11342385.3025,109,24164,299
12187783,11307507.71,110,24164,299
12187783,11320418.735,111,24164,299
12187783,11320257.5425,112,24164,299
12187783,11313765.715,113,24164,299
12187783,11302762.3175,114,24164,299
12187783,11325609.5925,115,24164,299
12187783,11330196.12,116,24164,299
12187783,11316498.145,117,24164,299
12187783,11326212.99,118,24164,299
12187783,11358569.3225,119,24164,299
12187783,11336986.725,120,24164,299
12187783,11349674.9225,121,24164,299
12187783,11338867.1225,122,24164,299
12187783,11336605.225,123,24164,299
12187783,11329473.48,124,24164,299
12187783,11326336.5975,125,24164,299
12187783,11368920.255,126,24164,299
12187783,11369058.1475,127,24164,299
12187783,11345782.4475,128,24164,299
12187783,11337120.3475,129,24164,299
12194703,11350652.17,130,31084,299
12194703,11333026.3975,131,31084,299
12194703,11309380.0475,132,31084,299
12194703,11325889.39,133,31084,299
12194703,11349648.92,134,31084,299
12194703,11359435.9575,135,31084,299
12317965,11352429.5,136,32303,302
12317965,11373235.5675,137,32303,302
12317965,11386130.67,138,32303,302
12317965,11399409.03,139,32303,302
12317965,11412472.6075,140,32303,302
12317965,11395918.965,141,32303,302
12317965,11390132.6075,142,32303,302
12317965,11404865.1525,143,32303,302
12317965,11371648.1925,144,32303,302
12317965,11370324.27,145,32303,302
12317965,11400049.78,146,32303,302
12317965,11419054.975,147,32303,302
12317965,11418496.565,148,32303,302
12317965,11401658.5125,149,32303,302
12317965,11379331.335,150,32303,302
12317965,11382398.1925,151,32303,302
12317965,11399335.98,152,32303,302
12317965,11393848.2525,153,32303,302
12317965,11376421.3475,154,32303,302
12317965,11357492.455,155,32303,302
12317965,11363325.24,156,32303,302
12317965,11347476.295,157,32303,302
12317965,11330578.47,158,32303,302
12317965,11320648.6975,159,32303,302
12317965,11332082.7075,160,32303,302
12317965,11314931.0825,161,32303,302
12317965,11335371.25,162,32303,302
12317965,11325170.055,163,32303,302
